vehicle_id,timestamp_lend,lng_lend,lat_lend,timestamp_returned,lng_returned,lat_returned,current_range_meters_lend,pedelec_battery_lend,pedelec_battery_returned,current_range_meters_returned
1926,2024-03-03 06:09:00+00:00,8.6758,49.4076,2024-03-03 12:15:00+00:00,8.6895,49.3829,22000,55,40,14000
6178,2024-03-03 06:33:00+00:00,8.6758,49.4025,2024-03-03 06:39:00+00:00,8.667,49.395,28000,66,66,28000
8855,2024-03-03 06:39:00+00:00,8.6823,49.3812,2024-03-03 06:54:00+00:00,8.6738,49.4008,22000,56,48,18000
10190,2024-03-03 06:42:00+00:00,8.6817,49.4341,2024-03-03 06:51:00+00:00,8.6845,49.4237,42000,93,92,42000
7298,2024-03-03 06:57:00+00:00,8.654,49.4101,2024-03-03 07:15:00+00:00,8.6419,49.4124,43000,95,95,43000
10425,2024-03-03 07:03:00+00:00,8.6862,49.4027,2024-03-03 07:09:00+00:00,8.6862,49.4027,44000,97,97,44000
6783,2024-03-03 07:27:00+00:00,8.6807,49.4023,2024-03-03 07:42:00+00:00,8.7094,49.4152,18000,48,41,14000
2193,2024-03-03 07:33:00+00:00,8.6512,49.3975,2024-03-03 07:57:00+00:00,8.7095,49.4132,27000,64,48,18000
11296,2024-03-03 07:33:00+00:00,8.6751,49.4053,2024-03-03 07:39:00+00:00,8.6756,49.4046,1000,16,100,46000
936,2024-03-03 07:33:00+00:00,8.6901,49.4072,2024-03-03 07:39:00+00:00,8.6901,49.4072,5000,23,23,5000
6153,2024-03-03 07:36:00+00:00,8.6873,49.4189,2024-03-03 07:54:00+00:00,8.6677,49.4161,11000,35,31,9000
1058,2024-03-03 07:45:00+00:00,8.6758,49.4026,2024-03-03 07:51:00+00:00,8.6793,49.3977,10000,32,32,10000
11861,2024-03-03 07:54:00+00:00,8.6855,49.4091,2024-03-03 08:03:00+00:00,8.6983,49.4091,46000,100,100,46000
11349,2024-03-03 07:54:00+00:00,8.6894,49.4138,2024-03-03 08:00:00+00:00,8.6894,49.4138,8000,29,29,8000
12259,2024-03-03 07:54:00+00:00,8.6846,49.4306,2024-03-03 08:00:00+00:00,8.6837,49.4282,39000,87,86,39000
11681,2024-03-03 07:54:00+00:00,8.6836,49.4098,2024-03-03 08:03:00+00:00,8.7037,49.4125,46000,100,95,43000
3857,2024-03-03 07:57:00+00:00,8.6823,49.381,2024-03-03 08:03:00+00:00,8.6781,49.382,20000,52,52,20000
12823,2024-03-03 08:00:00+00:00,8.692,49.416,2024-03-03 08:09:00+00:00,8.7058,49.4095,22000,56,55,22000
2250,2024-03-03 08:03:00+00:00,8.6918,49.3794,2024-03-03 08:09:00+00:00,8.692,49.3867,14000,41,39,13000
11349,2024-03-03 08:06:00+00:00,8.6894,49.4138,2024-03-03 16:00:00+00:00,8.6767,49.3742,8000,29,100,46000
9491,2024-03-03 08:09:00+00:00,8.668,49.3765,2024-03-03 08:33:00+00:00,8.643,49.3938,30000,70,62,26000
2273,2024-03-03 08:15:00+00:00,8.6845,49.4235,2024-03-03 09:48:00+00:00,8.6572,49.4177,18000,47,40,14000
2856,2024-03-03 08:18:00+00:00,8.6758,49.4062,2024-03-03 08:24:00+00:00,8.6758,49.4062,46000,100,100,46000
4380,2024-03-03 08:18:00+00:00,8.6867,49.3918,2024-03-03 08:36:00+00:00,8.6673,49.418,10000,33,24,5000
5873,2024-03-03 08:24:00+00:00,8.6828,49.4079,2024-03-03 08:30:00+00:00,8.6839,49.4071,3000,20,100,46000
11832,2024-03-03 08:24:00+00:00,8.6747,49.3856,2024-03-03 14:27:00+00:00,8.6747,49.385,1000,16,100,46000
513,2024-03-03 08:30:00+00:00,8.6879,49.4137,2024-03-03 08:36:00+00:00,8.687,49.4127,3000,19,100,46000
193,2024-03-03 08:39:00+00:00,8.6941,49.4067,2024-03-03 08:54:00+00:00,8.6678,49.3916,45000,98,92,42000
10122,2024-03-03 08:42:00+00:00,8.713,49.4101,2024-03-03 08:54:00+00:00,8.6958,49.409,8000,28,27,7000
9003,2024-03-03 08:45:00+00:00,8.7115,49.4114,2024-03-03 08:51:00+00:00,8.6942,49.4088,12000,37,37,12000
12131,2024-03-03 08:45:00+00:00,8.6584,49.4225,2024-03-03 08:51:00+00:00,8.6612,49.4168,23000,57,57,23000
10076,2024-03-03 08:51:00+00:00,8.7181,49.4093,2024-03-03 08:57:00+00:00,8.7181,49.4093,28000,66,66,28000
7225,2024-03-03 08:51:00+00:00,8.6758,49.4025,2024-03-03 08:57:00+00:00,8.6634,49.4038,12000,36,36,12000
319,2024-03-03 08:51:00+00:00,8.6622,49.4042,2024-03-03 09:00:00+00:00,8.6472,49.411,26000,62,57,23000
6644,2024-03-03 08:54:00+00:00,8.6702,49.3841,2024-03-03 09:00:00+00:00,8.6659,49.3777,8000,29,27,7000
4380,2024-03-03 08:54:00+00:00,8.6672,49.418,2024-03-03 09:00:00+00:00,8.6677,49.4156,3000,20,98,45000
4526,2024-03-03 08:57:00+00:00,8.6789,49.3833,2024-03-03 09:03:00+00:00,8.6806,49.382,28000,66,65,27000
12776,2024-03-03 09:00:00+00:00,8.6725,49.4077,2024-03-03 09:09:00+00:00,8.6858,49.4145,7000,27,21,4000
10190,2024-03-03 09:00:00+00:00,8.6845,49.4235,2024-03-03 09:12:00+00:00,8.6816,49.435,42000,92,89,40000
12165,2024-03-03 09:00:00+00:00,8.6855,49.4052,2024-03-03 09:12:00+00:00,8.71,49.4114,12000,36,33,10000
2431,2024-03-03 09:03:00+00:00,8.6947,49.4108,2024-03-03 09:09:00+00:00,8.7019,49.4118,46000,100,100,46000
12827,2024-03-03 09:03:00+00:00,8.6706,49.3919,2024-03-03 15:33:00+00:00,8.6701,49.3919,1000,16,100,46000
924,2024-03-03 09:12:00+00:00,8.6878,49.3945,2024-03-03 09:24:00+00:00,8.711,49.4116,16000,44,37,12000
12757,2024-03-03 09:12:00+00:00,8.6936,49.4097,2024-03-03 09:18:00+00:00,8.6994,49.4082,7000,27,27,7000
1050,2024-03-03 09:18:00+00:00,8.6732,49.3826,2024-03-03 09:39:00+00:00,8.7057,49.4096,26000,62,45,17000
7933,2024-03-03 09:21:00+00:00,8.6922,49.4306,2024-03-03 09:27:00+00:00,8.6841,49.4279,17000,46,46,17000
777,2024-03-03 09:27:00+00:00,8.6682,49.4015,2024-03-03 09:42:00+00:00,8.6806,49.4212,24000,58,52,20000
8474,2024-03-03 09:27:00+00:00,8.6931,49.4105,2024-03-03 09:42:00+00:00,8.7028,49.4107,8000,28,24,5000
11977,2024-03-03 09:45:00+00:00,8.6883,49.4075,2024-03-03 09:54:00+00:00,8.685,49.4077,46000,100,100,46000
9728,2024-03-03 09:45:00+00:00,8.6725,49.4079,2024-03-03 10:00:00+00:00,8.6699,49.3932,9000,31,27,7000
10586,2024-03-03 09:48:00+00:00,8.6889,49.4077,2024-03-03 09:57:00+00:00,8.7057,49.4095,13000,39,39,13000
12179,2024-03-03 09:48:00+00:00,8.6519,49.4199,2024-03-03 10:00:00+00:00,8.648,49.4044,17000,45,41,14000
8328,2024-03-03 09:48:00+00:00,8.6965,49.4077,2024-03-03 09:57:00+00:00,8.711,49.4114,8000,29,25,6000
8474,2024-03-03 09:51:00+00:00,8.7028,49.4108,2024-03-03 10:00:00+00:00,8.6942,49.4069,4000,22,22,4000
4753,2024-03-03 09:54:00+00:00,8.6709,49.4136,2024-03-06 00:36:00+00:00,8.6711,49.4137,0,0,100,46000
1855,2024-03-03 09:54:00+00:00,8.6796,49.3973,2024-03-03 10:12:00+00:00,8.7084,49.4108,15000,42,32,10000
10898,2024-03-03 09:54:00+00:00,8.6855,49.4035,2024-03-03 10:00:00+00:00,8.684,49.4032,13000,39,39,13000
6132,2024-03-03 09:54:00+00:00,8.7115,49.4111,2024-03-06 14:21:00+00:00,8.6694,49.4019,46000,100,89,40000
10532,2024-03-03 09:57:00+00:00,8.6767,49.3804,2024-03-03 10:03:00+00:00,8.6767,49.3804,22000,56,56,22000
3535,2024-03-03 10:00:00+00:00,8.6547,49.4143,2024-03-03 10:24:00+00:00,8.6857,49.3779,18000,48,34,11000
8988,2024-03-03 10:00:00+00:00,8.681,49.4027,2024-03-03 10:06:00+00:00,8.6767,49.3999,3000,20,18,2000
5725,2024-03-03 10:03:00+00:00,8.7103,49.4122,2024-03-03 10:09:00+00:00,8.7085,49.4106,2000,17,100,46000
4633,2024-03-03 10:03:00+00:00,8.6945,49.4115,2024-03-03 10:09:00+00:00,8.7081,49.413,19000,50,48,18000
1090,2024-03-03 10:06:00+00:00,8.6953,49.4097,2024-03-03 10:15:00+00:00,8.7083,49.4109,9000,30,30,9000
9107,2024-03-03 10:12:00+00:00,8.6767,49.3741,2024-03-03 10:36:00+00:00,8.6922,49.414,9000,30,18,2000
1275,2024-03-03 10:18:00+00:00,8.7084,49.4133,2024-03-03 10:36:00+00:00,8.7125,49.4099,40000,88,79,35000
9161,2024-03-03 10:18:00+00:00,8.6799,49.395,2024-03-03 10:33:00+00:00,8.6677,49.3901,40000,89,81,36000
991,2024-03-03 10:21:00+00:00,8.7187,49.4143,2024-03-03 10:30:00+00:00,8.7188,49.4144,3000,19,100,46000
11977,2024-03-03 10:24:00+00:00,8.6847,49.408,2024-03-03 10:39:00+00:00,8.6986,49.4119,45000,99,96,44000
6241,2024-03-03 10:27:00+00:00,8.6741,49.3817,2024-03-03 16:36:00+00:00,8.6741,49.3817,12000,36,36,12000
8403,2024-03-03 10:27:00+00:00,8.6885,49.4057,2024-03-03 10:36:00+00:00,8.7075,49.4104,44000,97,93,42000
3712,2024-03-03 10:27:00+00:00,8.7189,49.4143,2024-03-03 10:33:00+00:00,8.7161,49.4135,1000,16,100,46000
11705,2024-03-03 10:39:00+00:00,8.7103,49.4107,2024-03-03 10:45:00+00:00,8.713,49.41,34000,78,76,33000
12259,2024-03-03 10:39:00+00:00,8.6855,49.426,2024-03-03 10:54:00+00:00,8.6764,49.4046,36000,82,76,33000
1455,2024-03-03 10:39:00+00:00,8.6841,49.4287,2024-03-03 10:57:00+00:00,8.7076,49.4132,46000,100,92,42000
6573,2024-03-03 10:42:00+00:00,8.6779,49.4365,2024-03-03 10:48:00+00:00,8.678,49.4366,1000,16,100,46000
7556,2024-03-03 10:42:00+00:00,8.761,49.4154,2024-03-03 11:24:00+00:00,8.761,49.4153,16000,44,37,12000
1015,2024-03-03 10:48:00+00:00,8.6837,49.415,2024-03-03 10:57:00+00:00,8.6767,49.4043,46000,100,97,44000
2125,2024-03-03 10:48:00+00:00,8.6845,49.4262,2024-03-03 11:00:00+00:00,8.6767,49.4044,26000,63,55,22000
11616,2024-03-03 10:48:00+00:00,8.6868,49.3905,2024-03-03 10:54:00+00:00,8.6898,49.3941,29000,69,69,29000
1432,2024-03-03 10:48:00+00:00,8.6792,49.4143,2024-03-03 11:21:00+00:00,8.6792,49.4143,45000,99,99,45000
6848,2024-03-03 10:54:00+00:00,8.634,49.4388,2024-03-03 11:03:00+00:00,8.6348,49.4385,14000,40,40,14000
11977,2024-03-03 10:57:00+00:00,8.6986,49.4121,2024-03-03 11:36:00+00:00,8.6838,49.4051,43000,95,81,36000
8648,2024-03-03 11:03:00+00:00,8.6907,49.3859,2024-03-03 11:27:00+00:00,8.6911,49.4068,24000,58,44,16000
11861,2024-03-03 11:03:00+00:00,8.6984,49.4089,2024-03-03 11:12:00+00:00,8.6763,49.4043,46000,100,97,44000
3565,2024-03-03 11:03:00+00:00,8.6879,49.4303,2024-03-03 11:09:00+00:00,8.6828,49.4329,46000,100,100,46000
9744,2024-03-03 11:03:00+00:00,8.6858,49.4148,2024-03-03 11:09:00+00:00,8.6849,49.4149,5000,24,24,5000
8988,2024-03-03 11:03:00+00:00,8.6768,49.3996,2024-03-06 00:45:00+00:00,8.6663,49.4149,2000,18,100,46000
11200,2024-03-03 11:03:00+00:00,8.6799,49.3744,2024-03-03 11:15:00+00:00,8.6902,49.3901,10000,32,28,8000
3954,2024-03-03 11:03:00+00:00,8.6401,49.4051,2024-03-03 11:12:00+00:00,8.6414,49.4122,13000,39,39,13000
10054,2024-03-03 11:06:00+00:00,8.6775,49.4141,2024-03-03 11:33:00+00:00,8.6775,49.4141,46000,100,100,46000
9025,2024-03-03 11:06:00+00:00,8.6858,49.4149,2024-03-03 11:15:00+00:00,8.6763,49.4046,39000,86,83,37000
10425,2024-03-03 11:06:00+00:00,8.6862,49.4027,2024-03-03 11:24:00+00:00,8.7134,49.4158,44000,97,90,41000
10216,2024-03-03 11:06:00+00:00,8.6857,49.4018,2024-03-03 11:24:00+00:00,8.7134,49.4159,41000,90,83,37000
8190,2024-03-03 11:09:00+00:00,8.6655,49.4031,2024-03-03 11:15:00+00:00,8.6751,49.403,26000,63,63,26000
8864,2024-03-03 11:09:00+00:00,8.6768,49.4148,2024-03-03 11:21:00+00:00,8.706,49.413,37000,84,78,34000
2250,2024-03-03 11:12:00+00:00,8.6918,49.3868,2024-03-04 01:24:00+00:00,8.6911,49.3795,12000,37,22,4000
2591,2024-03-03 11:12:00+00:00,8.6695,49.4062,2024-03-03 11:24:00+00:00,8.6978,49.4094,11000,34,28,8000
9097,2024-03-03 11:15:00+00:00,8.6822,49.4344,2024-03-03 11:27:00+00:00,8.6731,49.4151,21000,54,49,19000
12192,2024-03-03 11:18:00+00:00,8.6661,49.4146,2024-03-03 11:33:00+00:00,8.6709,49.4092,46000,100,100,46000
6211,2024-03-03 11:18:00+00:00,8.6848,49.3957,2024-03-03 11:27:00+00:00,8.6892,49.3984,17000,45,45,17000
7325,2024-03-03 11:24:00+00:00,8.6924,49.4147,2024-03-03 11:30:00+00:00,8.6895,49.4221,46000,100,100,46000
7330,2024-03-03 11:36:00+00:00,8.7104,49.4133,2024-03-03 11:42:00+00:00,8.7104,49.4133,6000,25,25,6000
8033,2024-03-03 11:39:00+00:00,8.6771,49.4091,2024-03-03 12:00:00+00:00,8.6402,49.4062,43000,94,87,39000
2667,2024-03-03 11:42:00+00:00,8.6739,49.4171,2024-03-03 13:15:00+00:00,8.6865,49.4275,46000,100,85,38000
7225,2024-03-03 11:45:00+00:00,8.663,49.4038,2024-03-03 12:00:00+00:00,8.6664,49.4146,10000,33,27,7000
2928,2024-03-03 11:48:00+00:00,8.673,49.4178,2024-03-03 13:21:00+00:00,8.6865,49.4275,20000,51,28,8000
9161,2024-03-03 11:48:00+00:00,8.6675,49.3901,2024-03-03 11:57:00+00:00,8.6799,49.395,35000,80,77,34000
3337,2024-03-03 11:51:00+00:00,8.7043,49.4096,2024-03-03 11:57:00+00:00,8.7059,49.4096,46000,100,100,46000
12468,2024-03-03 11:54:00+00:00,8.7058,49.4133,2024-03-03 12:03:00+00:00,8.6917,49.4134,34000,78,75,33000
8883,2024-03-03 11:54:00+00:00,8.6881,49.4237,2024-03-03 12:03:00+00:00,8.6925,49.4099,45000,99,97,44000
4005,2024-03-03 11:54:00+00:00,8.6906,49.3863,2024-03-03 12:06:00+00:00,8.6882,49.4043,21000,53,49,19000
4808,2024-03-03 11:54:00+00:00,8.6911,49.4003,2024-03-03 12:06:00+00:00,8.7029,49.4123,7000,27,21,4000
1958,2024-03-03 11:54:00+00:00,8.7118,49.4117,2024-03-03 12:09:00+00:00,8.7098,49.4152,19000,50,47,18000
7933,2024-03-03 11:54:00+00:00,8.6841,49.4281,2024-03-03 12:12:00+00:00,8.6767,49.4044,16000,44,37,12000
924,2024-03-03 11:57:00+00:00,8.711,49.4118,2024-03-03 12:09:00+00:00,8.7098,49.4152,11000,35,32,10000
8643,2024-03-03 11:57:00+00:00,8.6839,49.4044,2024-03-03 12:06:00+00:00,8.6947,49.4107,19000,49,46,17000
2352,2024-03-03 12:00:00+00:00,8.669,49.4031,2024-03-03 12:06:00+00:00,8.6669,49.4053,8000,29,29,8000
8568,2024-03-03 12:03:00+00:00,8.6695,49.4019,2024-03-03 12:09:00+00:00,8.6665,49.4018,0,0,100,46000
12468,2024-03-03 12:03:00+00:00,8.6917,49.4134,2024-03-03 12:21:00+00:00,8.6606,49.4182,33000,75,65,27000
5066,2024-03-03 12:03:00+00:00,8.6511,49.3989,2024-03-03 12:21:00+00:00,8.6893,49.3882,10000,32,21,4000
11589,2024-03-03 12:06:00+00:00,8.6825,49.3963,2024-03-04 01:27:00+00:00,8.6759,49.4025,1000,16,100,46000
8699,2024-03-03 12:06:00+00:00,8.6713,49.4152,2024-03-03 12:21:00+00:00,8.682,49.4346,46000,100,98,45000
6485,2024-03-03 12:09:00+00:00,8.6913,49.4033,2024-03-03 12:18:00+00:00,8.6767,49.4043,43000,95,93,42000
12131,2024-03-03 12:09:00+00:00,8.6614,49.4175,2024-03-03 12:18:00+00:00,8.6635,49.4152,21000,54,53,21000
9003,2024-03-03 12:09:00+00:00,8.6937,49.4089,2024-03-03 12:18:00+00:00,8.688,49.4242,11000,34,30,9000
763,2024-03-03 12:09:00+00:00,8.6823,49.3957,2024-03-03 12:18:00+00:00,8.6859,49.4057,19000,50,47,18000
6178,2024-03-03 12:09:00+00:00,8.667,49.395,2024-03-03 12:18:00+00:00,8.6638,49.404,26000,62,56,22000
11167,2024-03-03 12:09:00+00:00,8.6866,49.4291,2024-03-03 12:15:00+00:00,8.6849,49.4232,46000,100,100,46000
3685,2024-03-03 12:09:00+00:00,8.6391,49.4362,2024-03-03 12:15:00+00:00,8.6391,49.4362,12000,37,37,12000
12105,2024-03-03 12:12:00+00:00,8.6919,49.3868,2024-03-03 12:57:00+00:00,8.6919,49.3868,16000,44,44,16000
2719,2024-03-03 12:12:00+00:00,8.685,49.406,2024-03-03 12:27:00+00:00,8.7061,49.4097,46000,100,97,44000
6273,2024-03-03 12:12:00+00:00,8.6443,49.4245,2024-03-03 12:18:00+00:00,8.6443,49.4245,18000,47,47,18000
5696,2024-03-03 12:15:00+00:00,8.6767,49.4214,2024-03-03 12:24:00+00:00,8.6676,49.4183,4000,22,20,3000
