vehicle_id,timestamp_lend,lng_lend,lat_lend,timestamp_returned,lng_returned,lat_returned,current_range_meters_lend,pedelec_battery_lend,pedelec_battery_returned,current_range_meters_returned
2384,2024-03-06 00:00:00+00:00,8.6701,49.3773,2024-03-06 00:12:00+00:00,8.6612,49.3755,21000,53,53,21000
10664,2024-03-06 00:06:00+00:00,8.7062,49.4131,2024-03-06 00:18:00+00:00,8.6764,49.4042,45000,98,92,42000
525,2024-03-06 00:06:00+00:00,8.672,49.4138,2024-03-06 00:18:00+00:00,8.6542,49.4062,6000,26,21,4000
8522,2024-03-06 00:15:00+00:00,8.6887,49.4142,2024-03-06 00:21:00+00:00,8.6886,49.4142,3000,20,100,46000
5462,2024-03-06 00:15:00+00:00,8.6658,49.417,2024-03-06 00:24:00+00:00,8.6789,49.4202,6000,25,18,2000
11296,2024-03-06 00:27:00+00:00,8.6984,49.4119,2024-03-06 00:39:00+00:00,8.6834,49.4187,7000,27,24,5000
10898,2024-03-06 00:48:00+00:00,8.6671,49.4201,2024-03-06 00:54:00+00:00,8.6678,49.42,2000,17,100,46000
909,2024-03-06 00:48:00+00:00,8.6804,49.4213,2024-03-06 00:57:00+00:00,8.6768,49.4152,41000,91,87,39000
5335,2024-03-06 00:54:00+00:00,8.6813,49.3876,2024-03-06 01:06:00+00:00,8.6692,49.3837,33000,76,74,32000
6178,2024-03-06 01:21:00+00:00,8.6934,49.414,2024-03-06 01:33:00+00:00,8.7087,49.4113,5000,24,18,2000
11200,2024-03-06 01:24:00+00:00,8.6838,49.3801,2024-03-06 01:30:00+00:00,8.688,49.3834,39000,86,86,39000
1899,2024-03-06 01:36:00+00:00,8.6755,49.4048,2024-03-06 01:45:00+00:00,8.6913,49.4075,46000,100,97,44000
8951,2024-03-06 01:42:00+00:00,8.7187,49.4095,2024-03-06 02:39:00+00:00,8.7188,49.4094,32000,73,73,32000
9654,2024-03-06 02:45:00+00:00,8.6481,49.4076,2024-03-06 03:00:00+00:00,8.6751,49.4018,34000,77,73,32000
8951,2024-03-06 03:03:00+00:00,8.7188,49.4094,2024-03-06 03:09:00+00:00,8.7188,49.4096,32000,73,73,32000
6572,2024-03-06 03:03:00+00:00,8.648,49.4207,2024-03-06 03:12:00+00:00,8.6544,49.4083,19000,50,48,18000
7100,2024-03-06 03:09:00+00:00,8.6869,49.3918,2024-03-06 03:21:00+00:00,8.6748,49.4072,13000,38,35,11000
1463,2024-03-06 03:51:00+00:00,8.6912,49.3793,2024-03-06 04:06:00+00:00,8.6773,49.3892,25000,61,55,22000
6538,2024-03-06 04:00:00+00:00,8.6871,49.3771,2024-03-06 04:15:00+00:00,8.6941,49.4079,9000,31,21,4000
8646,2024-03-06 04:21:00+00:00,8.6643,49.4055,2024-03-06 04:30:00+00:00,8.6758,49.4025,45000,98,98,45000
4165,2024-03-06 04:24:00+00:00,8.6906,49.3859,2024-03-06 04:36:00+00:00,8.6909,49.4003,34000,77,75,33000
1090,2024-03-06 04:27:00+00:00,8.6862,49.3786,2024-03-06 04:33:00+00:00,8.6761,49.3806,22000,56,56,22000
2957,2024-03-06 04:27:00+00:00,8.6442,49.3965,2024-03-06 04:45:00+00:00,8.6747,49.379,21000,54,43,16000
1569,2024-03-06 04:27:00+00:00,8.6507,49.3962,2024-03-06 04:45:00+00:00,8.6788,49.3838,24000,59,47,18000
10200,2024-03-06 04:36:00+00:00,8.6844,49.39,2024-03-06 04:42:00+00:00,8.6805,49.3843,45000,98,96,44000
4392,2024-03-06 04:45:00+00:00,8.6862,49.4078,2024-03-06 04:57:00+00:00,8.677,49.3999,45000,99,96,44000
924,2024-03-06 04:48:00+00:00,8.6874,49.3896,2024-03-06 05:18:00+00:00,8.6402,49.3931,39000,87,71,31000
2867,2024-03-06 04:51:00+00:00,8.6629,49.3748,2024-03-06 05:00:00+00:00,8.675,49.3788,42000,92,90,41000
5359,2024-03-06 05:00:00+00:00,8.6853,49.4181,2024-03-06 05:09:00+00:00,8.6762,49.4043,38000,85,81,36000
11402,2024-03-06 05:00:00+00:00,8.6926,49.4083,2024-03-06 05:06:00+00:00,8.6815,49.4081,31000,71,69,29000
4165,2024-03-06 05:00:00+00:00,8.691,49.4002,2024-03-06 05:09:00+00:00,8.6864,49.3861,32000,74,72,31000
1644,2024-03-06 05:06:00+00:00,8.6778,49.404,2024-03-06 05:15:00+00:00,8.6875,49.4091,17000,45,45,17000
10663,2024-03-06 05:15:00+00:00,8.6451,49.4229,2024-03-06 05:36:00+00:00,8.6451,49.4229,13000,38,38,13000
8033,2024-03-06 05:15:00+00:00,8.6713,49.4166,2024-03-06 22:51:00+00:00,8.671,49.4162,13000,39,37,12000
10190,2024-03-06 05:18:00+00:00,8.6825,49.4001,2024-03-06 05:24:00+00:00,8.6825,49.4001,29000,69,69,29000
11424,2024-03-06 05:18:00+00:00,8.6907,49.4094,2024-03-06 05:24:00+00:00,8.6907,49.4094,18000,47,47,18000
5359,2024-03-06 05:18:00+00:00,8.6762,49.4042,2024-03-06 05:24:00+00:00,8.6762,49.4042,35000,79,79,35000
9369,2024-03-06 05:18:00+00:00,8.685,49.406,2024-03-06 05:24:00+00:00,8.685,49.406,46000,100,100,46000
11757,2024-03-06 05:18:00+00:00,8.6805,49.3949,2024-03-06 05:24:00+00:00,8.6805,49.3949,44000,96,96,44000
3294,2024-03-06 05:18:00+00:00,8.6758,49.4025,2024-03-06 05:24:00+00:00,8.6788,49.3998,46000,100,100,46000
