vehicle_id,timestamp_lend,lng_lend,lat_lend,timestamp_returned,lng_returned,lat_returned,current_range_meters_lend,pedelec_battery_lend,pedelec_battery_returned,current_range_meters_returned
11977,2024-03-05 08:15:00+00:00,8.6941,49.4066,2024-03-05 08:24:00+00:00,8.6898,49.3959,23000,57,56,22000
6818,2024-03-05 08:18:00+00:00,8.6413,49.4122,2024-03-05 08:33:00+00:00,8.6591,49.4095,37000,84,78,34000
4617,2024-03-05 08:18:00+00:00,8.6891,49.3969,2024-03-05 08:30:00+00:00,8.6792,49.3827,39000,86,79,35000
10367,2024-03-05 08:24:00+00:00,8.6877,49.3952,2024-03-05 08:30:00+00:00,8.6906,49.3996,3000,20,19,3000
1958,2024-03-05 08:24:00+00:00,8.6763,49.4042,2024-03-05 08:33:00+00:00,8.6902,49.4086,3000,20,19,3000
6903,2024-03-05 08:24:00+00:00,8.6921,49.4093,2024-03-05 08:30:00+00:00,8.7017,49.4104,40000,88,87,39000
777,2024-03-05 08:24:00+00:00,8.6902,49.3995,2024-03-05 08:42:00+00:00,8.6749,49.4197,6000,25,19,3000
11448,2024-03-05 08:27:00+00:00,8.6774,49.3953,2024-03-05 08:39:00+00:00,8.6889,49.4058,39000,87,85,38000
10054,2024-03-05 08:27:00+00:00,8.7103,49.4087,2024-03-05 08:33:00+00:00,8.7103,49.4087,32000,73,73,32000
8569,2024-03-05 08:30:00+00:00,8.7115,49.4115,2024-03-05 08:36:00+00:00,8.7105,49.4095,26000,63,63,26000
8033,2024-03-05 08:30:00+00:00,8.6743,49.4052,2024-03-05 08:48:00+00:00,8.6698,49.4178,19000,49,43,16000
9481,2024-03-05 08:30:00+00:00,8.7105,49.4088,2024-03-05 08:39:00+00:00,8.7028,49.4105,39000,86,86,39000
8546,2024-03-05 08:30:00+00:00,8.6633,49.3869,2024-03-05 08:54:00+00:00,8.7036,49.4101,15000,42,24,5000
8699,2024-03-05 08:33:00+00:00,8.6933,49.4105,2024-03-05 08:42:00+00:00,8.7093,49.4152,36000,81,78,34000
1958,2024-03-05 08:33:00+00:00,8.6902,49.4086,2024-03-05 14:03:00+00:00,8.6899,49.4092,3000,19,100,46000
6818,2024-03-05 08:33:00+00:00,8.6591,49.4095,2024-03-05 08:39:00+00:00,8.6591,49.4095,34000,78,77,34000
12519,2024-03-05 08:33:00+00:00,8.6675,49.4184,2024-03-05 08:42:00+00:00,8.6674,49.4184,22000,56,56,22000
4541,2024-03-05 08:36:00+00:00,8.679,49.3837,2024-03-05 08:45:00+00:00,8.6819,49.3912,42000,92,88,40000
8967,2024-03-05 08:42:00+00:00,8.6816,49.4341,2024-03-05 08:48:00+00:00,8.6809,49.432,41000,91,91,41000
3777,2024-03-05 08:42:00+00:00,8.6872,49.377,2024-03-05 08:48:00+00:00,8.6817,49.3762,36000,82,81,36000
5473,2024-03-05 08:42:00+00:00,8.6754,49.3789,2024-03-05 08:48:00+00:00,8.6788,49.3828,9000,30,30,9000
12454,2024-03-05 08:45:00+00:00,8.6766,49.405,2024-03-05 09:00:00+00:00,8.6618,49.4169,37000,83,78,34000
9869,2024-03-05 08:45:00+00:00,8.6464,49.4278,2024-03-05 09:33:00+00:00,8.6333,49.4376,9000,30,25,6000
1356,2024-03-05 08:51:00+00:00,8.6767,49.4083,2024-03-05 09:03:00+00:00,8.6818,49.4009,39000,87,86,39000
5070,2024-03-05 08:54:00+00:00,8.6412,49.4332,2024-03-05 09:00:00+00:00,8.6342,49.4388,14000,41,39,13000
3650,2024-03-05 08:57:00+00:00,8.6823,49.3822,2024-03-05 09:09:00+00:00,8.6823,49.3822,1000,15,100,46000
2638,2024-03-05 08:57:00+00:00,8.6821,49.3821,2024-03-05 09:06:00+00:00,8.6823,49.3821,0,13,100,46000
9597,2024-03-05 09:00:00+00:00,8.6676,49.4157,2024-03-05 09:15:00+00:00,8.6677,49.4156,25000,61,61,25000
383,2024-03-05 09:03:00+00:00,8.6823,49.3822,2024-03-06 21:18:00+00:00,8.6822,49.3822,39000,87,81,36000
7298,2024-03-05 09:03:00+00:00,8.6881,49.4237,2024-03-05 09:18:00+00:00,8.6732,49.4151,33000,75,71,31000
10367,2024-03-05 09:03:00+00:00,8.6906,49.3998,2024-03-05 09:15:00+00:00,8.702,49.4101,2000,18,16,1000
10170,2024-03-05 09:03:00+00:00,8.6872,49.4059,2024-03-05 09:09:00+00:00,8.6954,49.409,43000,95,93,42000
12454,2024-03-05 09:03:00+00:00,8.6618,49.4169,2024-03-05 09:09:00+00:00,8.6652,49.415,34000,78,78,34000
2077,2024-03-05 09:06:00+00:00,8.6376,49.4141,2024-03-05 09:33:00+00:00,8.6376,49.4141,4000,21,21,4000
10497,2024-03-05 09:09:00+00:00,8.6772,49.4144,2024-03-05 09:24:00+00:00,8.6975,49.4103,15000,42,39,13000
10367,2024-03-05 09:15:00+00:00,8.702,49.4101,2024-03-05 21:27:00+00:00,8.7021,49.4102,1000,16,95,43000
7047,2024-03-05 09:18:00+00:00,8.6781,49.3828,2024-03-05 09:24:00+00:00,8.6783,49.3828,0,2,100,46000
6192,2024-03-05 09:18:00+00:00,8.6731,49.415,2024-03-05 10:12:00+00:00,8.6731,49.415,33000,75,74,32000
5255,2024-03-05 09:18:00+00:00,8.6544,49.4083,2024-03-05 10:12:00+00:00,8.6544,49.4083,44000,96,96,44000
8725,2024-03-05 09:18:00+00:00,8.6791,49.3838,2024-03-05 09:27:00+00:00,8.6851,49.3895,41000,91,91,41000
5558,2024-03-05 09:24:00+00:00,8.6791,49.383,2024-03-05 18:33:00+00:00,8.6751,49.3764,46000,100,97,44000
6412,2024-03-05 09:27:00+00:00,8.6382,49.426,2024-03-05 09:33:00+00:00,8.6382,49.426,26000,63,63,26000
